Age,Nationality,Gender,Income,Booking_Channel,Month,Occupancy_Rate,Travel_Frequency,Spending
41,Others,Male,21153.09122846393,Digital,10,0.8008151408514056,3,163.48504520219396
52,Others,Male,4513.3147125445885,Traditional,12,0.8039057555826052,2,179.53874793476083
52,India,Female,36708.57021982295,Digital,7,0.8349291866888102,3,378.02607072696117
44,UK,Female,17253.356098054526,Traditional,10,0.8440255344107818,2,23.718490941119057
45,Germany,Female,48841.46868565879,Digital,10,0.8530457555894934,3,214.59918197646405
52,UK,Male,22240.54015035912,Traditional,1,0.8493981079656406,4,287.5262999148534
35,USA,Male,18232.908476066586,Traditional,9,0.7259440853744642,1,167.48060827407707
35,Others,Male,21483.917757484553,Digital,4,0.6693401559842149,3,140.59470248602224
42,India,Female,19582.75411073899,Traditional,5,0.7742811806458483,2,148.41215637999505
47,India,Male,41863.46698727595,Digital,2,0.7982291577696805,5,663.8111928284756
53,India,Male,38213.29574839711,Traditional,12,0.7693366120356551,2,436.7614973417593
64,USA,Female,53336.96642317522,Digital,10,0.777015092849945,3,430.0085201237292
58,USA,Male,22248.37413323561,Traditional,8,0.78318752861299,2,212.89593389932386
48,Germany,Female,22404.20734514804,Digital,2,0.8288720499709685,8,545.2076595461293
49,USA,Male,16696.496907699235,Traditional,3,0.7483153972480485,2,129.0085308005023
39,India,Male,46920.61917462734,Digital,12,0.7961086115019638,2,623.1552653641021
49,India,Female,42826.00105189494,Traditional,9,0.796491319189048,1,125.93499030347166
47,USA,Female,42334.92263478751,Traditional,2,0.8277349669254244,3,539.3972591825291
53,Others,Female,22044.303783300467,Digital,6,0.8580952419856452,6,257.34274310583544
41,USA,Female,40653.96106908363,Traditional,12,0.8842053699060698,3,446.1641701612711
55,India,Female,73690.90480832433,Traditional,4,0.7627004609789279,2,176.36042608488702
65,India,Female,28650.265227006028,Digital,7,0.7000012694717754,5,318.50048830628947
48,USA,Male,35411.35108927065,Digital,6,0.7879035885632357,7,466.1850606004491
54,USA,Male,19194.939556624944,Digital,10,0.7205691570850077,5,368.26565679827723
56,Germany,Female,14269.355135147662,Digital,9,0.9367288454628486,3,116.09484692870133
45,Others,Male,23130.48322130617,Digital,9,0.7563559740578485,6,236.84319740479768
52,USA,Female,57378.897851170565,Digital,10,0.8281916882826366,3,400.30611955240073
50,UK,Male,19377.339355737047,Digital,4,0.8467033053337215,4,185.93301542814453
50,Germany,Female,19575.65018434029,Digital,1,0.8170311164119002,1,250.38132568753576
42,Others,Male,17971.768298521718,Digital,2,0.9038360175654601,4,358.68688461638914
50,India,Male,25288.038407204564,Traditional,8,0.7898759429942095,1,201.60046534135694
54,India,Male,38290.26004708245,Traditional,10,0.7582559121314258,5,467.78493422027236
64,India,Male,15628.263011199306,Digital,8,0.7556687693924371,2,323.391714246363
59,Germany,Male,41792.40018945599,Traditional,2,0.8375002847301841,1,232.53306029048105
71,Others,Female,15792.47517677444,Traditional,4,0.7905100876867471,7,78.60837277137114
42,USA,Female,47401.86490171407,Traditional,1,0.7556755505298391,1,420.27001752369995
58,India,Female,17508.921139377377,Digital,7,0.8220652607761787,3,260.6223136079374
51,Others,Male,30773.8340872204,Digital,4,0.8354624612544157,2,168.75916673127236
71,Others,Female,30821.639514528088,Traditional,11,0.8135652593143106,1,46.65725670243873
41,Others,Male,26691.515864346176,Traditional,8,0.8449798196167804,3,70.20884087885203
41,Germany,Male,13396.995429254082,Traditional,9,0.8044049306425157,1,61.99862955039362
44,India,Male,37430.42677961976,Traditional,12,0.770318733140937,2,420.1606523408169
28,UK,Female,12191.227413859917,Digital,9,0.8405700035755755,3,114.07695080888041
44,UK,Male,19411.44990911736,Digital,3,0.7554955873235832,3,132.73385379392442
42,USA,Female,55280.287464723035,Digital,5,0.7435557326400012,3,351.27506829989204
51,India,Female,49208.22541032462,Digital,6,0.8577974824600333,1,228.12137833780707
53,Germany,Male,22194.315383635094,Traditional,6,0.7826076014491704,4,118.73689654572692
68,USA,Male,20293.619801716242,Digital,10,0.8832841954722487,2,364.50712645597457
59,Germany,Female,30418.12284804926,Digital,8,0.8428297393363303,2,268.261752152933
44,UK,Female,22240.95346001263,Traditional,6,0.7788080643049581,1,78.11707781911235
41,Others,Female,6903.903124590682,Digital,6,0.8243110716131334,2,139.83905483273702
54,USA,Female,48863.20905695487,Traditional,4,0.9264190137223439,1,214.25011160394385
36,India,Female,32641.791400747228,Traditional,7,0.8377136571406196,2,280.78293277875196
68,UK,Female,40184.057807203106,Digital,8,0.8290849453371221,2,161.9329912540417
61,India,Male,19107.37850667972,Digital,3,0.770263946317669,2,378.26692929043446
45,Germany,Female,4499.169456050389,Digital,7,0.8922277348099364,5,120.50764562680497
32,Germany,Female,25324.863246780045,Digital,3,0.8658968856756487,4,214.2594231555066
63,USA,Female,38225.073225863576,Digital,8,0.770721898413665,4,404.13516041853086
48,India,Female,14187.680467299517,Digital,1,0.8940206427704896,4,563.0119505727048
62,India,Male,20256.18251206055,Traditional,1,0.8082375608251174,2,389.929282589916
34,India,Male,131015.90145483456,Digital,6,0.7579809162664987,4,794.3042550402739
44,Others,Female,18905.245324178155,Traditional,10,0.7700740646590732,1,0.0
50,Others,Female,31744.650063573772,Digital,9,0.8438850683537389,9,376.0218520428301
50,UK,Female,15909.474421576353,Digital,12,0.758324992157225,1,368.2641572669177
45,Germany,Male,7745.3547114828225,Traditional,4,0.7448441804473542,2,0.0
56,India,Male,30343.450819275484,Digital,6,0.7780562758790762,4,370.03173684505606
39,Others,Male,19287.21499429669,Digital,12,0.7855243387795194,4,375.15167122857713
48,UK,Male,18034.842867648156,Traditional,5,0.7663342237180719,1,0.0
51,Germany,Male,20799.403392950215,Traditional,12,0.7773027553030986,1,271.7111934343351
55,Others,Male,25137.955036655756,Traditional,1,0.8458465617030697,3,300.16062694694097
57,India,Female,30650.572888087034,Digital,6,0.8128251218239725,2,356.4055015000737
38,Others,Male,11707.64019778456,Digital,9,0.7742179623425748,2,175.98942845720515
34,USA,Male,42131.775771257264,Traditional,12,0.7786075958859858,2,435.8147814467983
62,India,Female,12466.237019285521,Traditional,3,0.7934171911869324,1,241.1643198495319
53,India,Male,11852.408554638514,Digital,11,0.796279289603824,5,248.4379900377333
42,Others,Female,31875.413258549477,Traditional,3,0.7964906871891293,1,24.369688186555727
65,Others,Male,28381.991930237782,Digital,2,0.8440123831524993,2,364.21162043194516
51,Germany,Female,21403.341152892717,Digital,4,0.8098519202146033,6,141.4558537473667
61,Germany,Female,10962.93972502078,Digital,10,0.8113228838299608,1,181.70438288338727
50,UK,Female,15460.513396807422,Digital,3,0.8713392676850045,4,118.4185575079872
70,Others,Female,19314.794316748885,Digital,12,0.8938325715946035,8,457.92033022107296
67,India,Female,14876.20333810365,Digital,2,0.7384514356901001,3,532.3698112752031
47,India,Male,22832.7406679359,Digital,1,0.7210545943802191,3,634.4069209004638
59,USA,Male,45781.26737686848,Traditional,3,0.7825296942688807,1,112.53556031976373
56,Germany,Female,44965.58426983276,Traditional,10,0.8391564286447324,3,164.71552834193986
63,Germany,Female,17859.352930352583,Traditional,6,0.8187993199993716,1,4.062962097644549
40,India,Female,48228.68682123768,Traditional,9,0.8527049851355941,4,375.3129405322038
56,USA,Male,12688.293463381935,Digital,11,0.7803818077153943,4,347.6248930279128
60,Others,Female,30629.706588364774,Digital,5,0.7021646583911,3,212.80062490192577
32,USA,Female,22103.492368485553,Traditional,3,0.7316609134360987,1,176.07186209961145
38,Germany,Female,25685.266238030294,Digital,5,0.8282367029329301,3,124.20709257569854
29,Others,Female,19460.144688365188,Digital,5,0.853087680277911,3,109.08249024725771
47,India,Male,63938.189908918415,Digital,5,0.7046601575948945,4,546.0314572837253
57,USA,Female,21338.053007643746,Traditional,12,0.8705328766654021,2,349.7176129745265
65,Germany,Female,30145.868123911583,Digital,12,0.8232316255899803,1,351.4163967217324
50,Others,Male,19153.60578160368,Traditional,7,0.7964788950860315,1,84.26688742870232
66,India,Female,30525.337917418547,Digital,5,0.7686588421074416,5,337.738858537618
36,Others,Female,20091.920607632695,Traditional,7,0.87955805384145,1,85.38550669466525
32,USA,Male,21647.13854473397,Traditional,9,0.8448503216344534,6,343.4635239825497
49,India,Male,32807.60493116356,Traditional,5,0.8245411725938324,1,199.93607338690148
53,Germany,Male,21347.200564076124,Digital,2,0.7634298748898318,6,397.31647993220906
49,Others,Female,24850.176253688012,Digital,5,0.8807090613450195,4,226.00926982946365
29,USA,Female,34465.62332704149,Traditional,8,0.8015175578977405,1,175.56562926658367
49,Others,Male,32826.69301388163,Digital,12,0.814950872852906,4,395.9023478689999
36,UK,Male,34952.81569805768,Digital,4,0.8036529699088775,2,176.8170986151094
56,India,Male,19538.72059390216,Digital,2,0.7617224767689303,5,503.90667811502476
53,USA,Female,51013.79464682573,Traditional,10,0.8159860492958436,2,192.8955592636892
40,Others,Female,12171.248711698901,Digital,3,0.8348469280729202,7,158.0356455373379
44,USA,Male,44328.941608968446,Traditional,9,0.7779196294933189,1,108.28445598451906
39,India,Female,45041.271841533846,Digital,9,0.8117038330386156,7,625.231515803152
49,India,Male,12705.708533426274,Digital,8,0.8029249712188473,4,326.6591178766191
59,Others,Female,23074.643814595085,Traditional,8,0.8457565664737332,1,0.0
40,UK,Female,17426.580653205332,Digital,8,0.7850529364365697,4,144.22119195891568
55,Germany,Female,15072.352300303432,Digital,8,0.8113285481842204,6,228.37144838539723
44,India,Female,64918.71796140675,Traditional,8,0.8218584700662808,1,278.57360867329476
42,UK,Male,15885.474698193018,Traditional,1,0.7839216452111216,4,268.90302314657526
48,UK,Female,14717.779554776245,Digital,6,0.7587322716160245,5,160.68596568512646
39,Others,Female,22876.088415163722,Traditional,12,0.7668696940373948,4,209.8133215765076
44,Others,Male,31032.641252785892,Traditional,9,0.820459501826429,2,45.99343196263399
38,USA,Female,30780.628155730483,Traditional,8,0.788234194336137,3,185.43621546117302
69,UK,Male,39465.623184584896,Digital,3,0.7875705270707178,7,317.88401673375097
50,USA,Male,43085.980255924216,Digital,11,0.8302073783507867,1,354.7384390625175
43,India,Female,11118.430861189867,Traditional,1,0.8509745761514323,2,366.3835278473589
52,India,Female,25355.010094475096,Traditional,2,0.8595857936672411,2,407.7471983544633
48,India,Male,24947.8782736736,Digital,11,0.7693749420948797,4,370.11972717435236
47,India,Male,41988.27051558124,Digital,2,0.846137280939883,3,567.0598092234816
56,UK,Male,5928.8851451504415,Digital,7,0.9042491546774326,5,133.03555852495933
57,India,Female,118180.68515849672,Digital,12,0.806303509981517,1,569.1528142166284
44,Germany,Male,28724.711163825665,Digital,6,0.7963344903372004,6,251.02781865005625
44,India,Male,35592.9730124875,Digital,11,0.7859119541416301,1,299.2887992970868
47,USA,Male,59649.972488929765,Traditional,2,0.74681214077305,2,464.8812961652727
26,Germany,Female,71098.89160336471,Digital,8,0.842112674820242,3,317.7166687061321
34,India,Male,51064.17379490775,Traditional,9,0.7965569377896868,2,252.3356346949741
63,India,Female,53096.78484529169,Digital,7,0.7925145088987998,5,613.2631405778127
66,UK,Female,23513.85291579314,Digital,4,0.8343671719040083,1,173.0021916008444
47,India,Male,30782.518646740922,Digital,1,0.8389741525436016,4,611.9239297739953
55,USA,Female,26044.643079849287,Digital,4,0.7699578365667593,2,325.59212256781467
53,India,Male,21859.898362611446,Traditional,4,0.7711517837509781,1,193.165620971439
80,Others,Female,15622.898196775912,Traditional,8,0.7689322179757024,1,1.514068733687969
61,UK,Female,11211.799369152506,Digital,4,0.9056757151398973,4,200.88264986289067
48,UK,Male,21206.52666119184,Digital,4,0.8738572993331749,3,180.0843034655655
40,UK,Male,9486.89082417462,Digital,2,0.8353520211270635,6,386.1067223940371
33,USA,Male,36349.05081278017,Traditional,12,0.7812294380919679,3,444.3573429355286
52,India,Female,32444.940853848224,Traditional,10,0.7871535483840942,3,203.79610208735764
42,Germany,Female,23705.625200527582,Digital,7,0.8181718661538205,6,299.01034647237526
35,USA,Male,25448.17532890546,Traditional,4,0.9104565116608557,1,181.90861962357098
43,India,Male,153874.912246907,Traditional,11,0.8144438579569632,1,279.9212400375485
39,India,Female,65220.10492960815,Digital,6,0.8254412788233964,7,723.6818802132411
66,India,Female,17733.19982673663,Digital,3,0.6725509466726433,5,333.41785921090985
58,Others,Female,24746.368840382318,Traditional,7,0.8128789463648355,2,126.99058035724626
49,USA,Male,24378.625826000352,Traditional,6,0.7303069266622195,1,156.5743255429468
64,India,Female,19895.0302780928,Digital,3,0.7756502541379197,6,391.68943541255413
50,USA,Male,16906.087996928138,Digital,4,0.8023442960869929,2,338.16050156122947
41,Others,Female,27340.061107748406,Digital,10,0.7848949145536297,6,296.83673785706554
65,USA,Female,23500.453329738924,Digital,5,0.7682020039649988,4,371.1109481593922
55,India,Male,53603.95438197803,Traditional,9,0.7686476546833861,1,178.26465285875508
39,Germany,Male,36202.77698864837,Digital,6,0.7894475867420873,7,359.2665865876828
48,Germany,Male,43781.086700020685,Traditional,4,0.7872645790764201,2,110.63196279489244
41,India,Female,21574.594590561865,Traditional,11,0.8010136283993359,2,201.62451332976673
36,India,Female,41904.47547509408,Digital,11,0.7972760841078171,3,449.8053131330273
59,India,Female,45328.5436835661,Digital,7,0.8639437978626543,6,513.6818713148442
69,India,Male,26065.712192951076,Digital,2,0.6975199678030574,3,529.8681962007676
36,USA,Female,22461.974345911643,Traditional,4,0.8122486595125211,2,324.0806044584515
55,India,Male,73882.06916271328,Digital,5,0.8035504805124241,4,587.0410677650789
43,India,Male,37019.98000353033,Traditional,4,0.7932904825920403,1,138.61320632253268
45,India,Male,45408.24536298456,Traditional,4,0.7647094787384553,1,220.30606521562288
44,UK,Female,14602.703971649926,Digital,11,0.7925145757660739,4,198.0645344875197
41,Others,Female,11972.381886148934,Traditional,9,0.7183246220950216,1,0.0
50,UK,Male,16568.773904028065,Traditional,11,0.8103358946100209,1,1.519220808304544
41,USA,Female,31053.11531122271,Digital,2,0.8194029584210448,5,545.7008120266632
52,USA,Male,19406.340172972516,Digital,6,0.7647965753491786,6,381.12116410459294
49,Others,Male,21918.30903833962,Traditional,8,0.8970345521059208,2,0.0
47,India,Female,14203.0571699282,Traditional,8,0.7939777814125755,2,138.99107758759106
40,USA,Male,18872.12787306126,Digital,11,0.8022036411646696,1,199.7169214366496
44,UK,Male,30805.71871028225,Digital,7,0.8667890832275078,3,208.84389932132228
57,UK,Female,29789.02333392829,Digital,10,0.9071061734934112,1,112.85337913379206
55,UK,Male,18107.140048878246,Traditional,11,0.7438330293035412,1,37.96744416365371
40,India,Male,19862.383660210406,Digital,4,0.771141876056333,5,257.5475655943899
50,USA,Male,19766.88481334637,Digital,7,0.7948661415503552,3,270.2365435995591
57,Others,Male,18276.399779923242,Traditional,10,0.762856365517819,1,57.768490507468286
33,India,Male,45602.7980301725,Digital,6,0.8423056260675253,2,283.7048160128919
55,UK,Male,35035.70087754433,Traditional,11,0.7573508581974416,2,121.20215283602545
43,Germany,Male,17184.00231898824,Digital,6,0.8633301581773317,4,161.124281015911
55,UK,Female,12372.775169706341,Traditional,2,0.8311823624653737,1,170.53385487078538
42,India,Female,37774.40088948828,Digital,8,0.8582021593091992,3,324.66984953299334
31,India,Male,21888.083226497623,Traditional,8,0.7575748033410824,2,204.49136345077522
33,UK,Male,16998.386054644965,Traditional,11,0.7808252792040226,1,126.7377788979625
50,Others,Female,42729.210210781544,Digital,7,0.8448992773892037,4,406.80653662551254
52,Others,Female,33308.16077567835,Digital,11,0.8358296594750291,3,133.16113731948576
40,USA,Female,35755.245485783795,Digital,9,0.7856570619523496,4,426.6557572931403
56,USA,Female,17492.117109664247,Digital,8,0.7927733767823545,3,385.80882898854253
33,Others,Female,24482.118764915114,Traditional,9,0.7782826026090073,1,0.0
49,Germany,Male,37471.227297717065,Traditional,9,0.7914277987761487,4,118.65175254679531
37,Others,Female,18254.796878247,Digital,6,0.7517329730236642,7,242.3166973430949
43,USA,Female,64927.2150561293,Traditional,2,0.743339127336917,2,481.8982821865472
50,UK,Female,42039.82426342314,Traditional,12,0.8502715257806712,1,172.8162689773323
41,Germany,Male,50608.07442045005,Traditional,7,0.7897297784958339,2,138.60512280655507
46,UK,Male,25658.278915686027,Digital,3,0.8575663870440351,5,250.01952491141128
60,India,Male,44318.65431409894,Digital,7,0.8297992400859706,6,562.9805905168917
44,USA,Male,67007.42762302347,Digital,9,0.8156005256303358,2,410.68110032940353
58,UK,Male,27548.323742414283,Digital,10,0.7644889129797442,1,153.9250776599771
38,India,Male,25715.470486047896,Digital,10,0.7394610113000999,3,328.5929152022909
55,India,Female,26401.96425180939,Digital,2,0.7771545640636427,5,642.4456861379281
64,Others,Male,24816.833619934347,Digital,6,0.8765958703711776,6,182.54788211332507
25,India,Male,17329.826950856237,Traditional,6,0.8444478431433584,2,129.75099969388424
42,Others,Female,20503.90310394298,Digital,9,0.7724793006417635,5,257.3519103672534
55,USA,Male,57167.376126739226,Digital,9,0.777721988463123,6,578.8589843556524
47,UK,Female,7364.107014899744,Digital,5,0.7535455259704756,3,76.71590041920592
53,Others,Female,47440.949626689304,Digital,5,0.7226457193732901,4,331.9873524954062
43,USA,Male,57910.39710412467,Digital,9,0.8050800006652264,3,457.50260689429876
50,USA,Female,26254.240562029736,Digital,8,0.8862538704858197,7,334.31993499851245
48,India,Female,43354.27191233711,Digital,7,0.8868816350054443,4,457.52248716754167
61,USA,Female,33091.739608391,Digital,8,0.8303951979889302,6,417.00233773799494
52,Germany,Female,40741.20162114683,Digital,6,0.7698663779775438,5,328.2362243025687
53,Others,Male,36002.42482374183,Digital,3,0.7275259895468064,3,204.08682599950035
45,India,Female,16406.44864385501,Traditional,7,0.8523531092821356,3,229.91856486851893
45,India,Male,44315.78950834934,Digital,8,0.8223608400778551,3,382.3991133870032
45,India,Female,29811.54999975145,Digital,8,0.7841885913344739,4,306.88170388359003
53,Germany,Female,22957.87480195575,Digital,1,0.7758353948843864,3,288.3918441319479
45,USA,Female,22957.022446164585,Digital,7,0.8300218288812922,2,228.5868712779677
52,UK,Male,52789.5500591676,Digital,3,0.7586689241076426,3,202.70450271455732
70,UK,Male,37050.269696343974,Digital,2,0.8119616083450022,4,470.1202106609208
58,UK,Male,15216.177012232101,Traditional,2,0.7390089126619579,1,263.2264228970722
46,USA,Female,16952.317085123177,Digital,8,0.9114255793219115,3,285.2928863992289
62,Germany,Female,18163.396825229393,Digital,9,0.7656476307195853,4,127.84236746000315
45,USA,Female,41056.992078432115,Traditional,3,0.8324199478137233,2,233.63842487114084
29,USA,Female,37255.99051533383,Traditional,3,0.7400989176832524,3,163.0881349650055
39,Others,Male,41215.36539884021,Digital,6,0.7918373420450309,3,254.60990569342522
31,Germany,Female,32694.42526275428,Digital,11,0.8442309278381711,3,194.5078472150143
46,USA,Male,53650.690636913,Digital,10,0.8550477690312005,5,521.9393768963631
50,USA,Female,38905.573944890835,Digital,1,0.8381644131551459,5,617.6964348441094
66,USA,Male,16495.052113395428,Digital,6,0.793087783533847,3,268.2920539051386
53,India,Male,29959.922251011463,Digital,12,0.7667024501947237,6,547.2904043437746
47,USA,Female,56134.73028149444,Traditional,3,0.7461161440740431,3,361.79715075416914
58,USA,Female,32199.41758175689,Digital,11,0.8751899293885563,6,380.1807138486737
27,India,Male,42489.4161621432,Digital,4,0.8051685619994313,7,511.38442466450385
52,Germany,Female,18781.466580225286,Digital,9,0.8144119613544283,8,202.8598357438927
57,UK,Female,13162.064582315132,Traditional,3,0.8582684926883055,4,94.29019511861875
35,UK,Male,20709.089061427883,Digital,1,0.8293365641777518,5,374.3296513231566
61,USA,Male,38560.697205807395,Traditional,3,0.7936291373451184,5,390.97378337646444
53,Others,Male,15869.52909249054,Digital,7,0.8372201724190257,2,160.8855835520604
45,Others,Male,19577.659575806898,Digital,7,0.768872682574414,1,72.36161781936468
56,Others,Female,13770.286243880026,Digital,11,0.722442926125917,8,205.1048599718832
72,Others,Male,38546.57227832569,Digital,5,0.8705921121008925,4,169.35762610876463
51,Others,Male,19010.982570996133,Digital,1,0.7730398260133111,3,377.00789702530926
52,India,Male,68312.14721824415,Digital,11,0.7847855018641324,3,422.16633305770426
45,USA,Female,70957.68790506881,Digital,8,0.7891958287436905,5,551.9806692096059
41,UK,Male,21151.73084225269,Traditional,10,0.7698897320141195,3,49.76711453327947
58,Germany,Female,13303.40948650948,Digital,8,0.85506669307543,4,130.01101699304652
41,Germany,Male,7762.43273738744,Digital,10,0.8187228096770981,4,145.18262040737952
50,India,Male,15826.587716158507,Digital,12,0.7848106550101267,5,624.1289182581723
45,USA,Female,16623.085411244305,Traditional,10,0.7362165559482529,2,249.37286864145844
54,India,Male,65821.37560903782,Traditional,10,0.8151898907680377,1,156.13601701835884
53,Others,Male,23339.728972193716,Digital,2,0.6774695161210985,3,446.78194438588673
60,UK,Female,26763.713148820112,Digital,10,0.8116373014284723,2,155.8673333618203
44,India,Male,10886.236932519685,Digital,3,0.86715902224277,3,155.50140966066039
47,India,Male,18151.017405103106,Traditional,4,0.8032279204774527,2,174.9430917776374
40,India,Male,51482.90018799146,Traditional,1,0.8603163651863015,3,426.54613104188275
45,Others,Male,25422.42801695418,Digital,4,0.7385411213881123,2,128.9409194596592
53,UK,Female,20463.485067543344,Digital,5,0.9019270697644414,2,236.3561303904001
57,Germany,Male,29214.52158817837,Digital,3,0.8548642719270841,4,151.33452427054897
40,India,Female,74859.17876916804,Digital,11,0.8237982931089112,8,781.8791285531919
58,UK,Male,19721.777642393226,Traditional,10,0.7700802772554869,3,54.24472055868725
63,USA,Female,34205.783243338476,Digital,2,0.7617738948252726,6,614.3517881234818
54,Germany,Male,24253.06934697934,Digital,6,0.7964546285802311,2,135.72703166761016
68,India,Female,109263.74591170278,Traditional,8,0.8601389114662783,4,592.4899160138491
42,India,Male,11565.559773807703,Traditional,7,0.7342239584564162,3,110.66410136009647
37,UK,Female,30995.94000762748,Digital,11,0.800520525497085,3,204.4065353053952
32,Others,Female,20797.724811009848,Traditional,1,0.8367110135831892,2,203.53736998934906
64,USA,Male,43864.07694262791,Digital,4,0.8464674408633777,3,435.20052328586894
56,Others,Female,15856.165956628036,Traditional,3,0.836561825053085,4,19.746992238669527
49,India,Male,32240.625334986486,Traditional,6,0.7291203237065644,1,146.67808710210068
52,India,Male,47153.82448119375,Digital,9,0.8565888942260477,4,392.05467234269304
38,USA,Male,156673.642187826,Traditional,9,0.8033596828047849,3,599.3059089588122
74,India,Male,49487.88656791065,Traditional,7,0.7457202422013525,1,127.4265546980225
51,India,Male,21621.25870763105,Digital,12,0.7987915896329807,5,584.2126598287861
51,USA,Female,26731.16165661511,Digital,9,0.7020667428343855,1,250.36891070409195
57,India,Male,26337.73692804808,Traditional,8,0.8289149011505135,1,216.93194505860532
54,Others,Male,8974.822299707612,Digital,5,0.7936145266730975,6,156.778012865143
52,USA,Male,28012.889212532107,Digital,9,0.7364942171877085,1,363.6233520177407
42,Germany,Male,31774.34686692363,Traditional,7,0.7854961696828723,6,177.7393657240978
54,India,Male,17471.898138976077,Traditional,5,0.7646267390478262,2,167.0556902122448
68,UK,Male,37206.5955964567,Digital,8,0.7678208090525396,1,166.63464212187608
63,India,Female,42165.28447310229,Digital,7,0.6869483541970083,1,188.34516126190772
65,USA,Female,22887.55168323486,Digital,9,0.7163918289982666,4,317.564492586985
44,USA,Male,30782.458867595677,Digital,10,0.788515050432146,2,307.21991540253845
40,USA,Female,73469.52783292305,Digital,1,0.779912470249432,4,780.0992237270929
48,USA,Male,47678.65130072588,Traditional,9,0.8486989080906864,2,291.87636837378733
50,UK,Male,22123.41496807984,Digital,7,0.7684108510664761,2,200.20212576311644
60,Others,Male,19558.364811877975,Digital,1,0.7736509340174366,3,343.9221724625387
33,Others,Male,22886.54666949316,Digital,1,0.7759880042086681,3,331.8230548673726
65,UK,Male,17053.62757415635,Traditional,5,0.7901485137100454,1,19.99680711720077
48,USA,Female,11534.41385972426,Digital,8,0.8045732033511984,1,248.22839066480805
45,India,Female,91725.3498537638,Digital,9,0.7796836194584371,3,441.4307450517769
39,India,Female,35707.91342279568,Digital,12,0.8285610743729788,4,601.031528479524
33,USA,Female,40317.413068095426,Digital,6,0.9150110486814297,2,284.88901829550935
58,India,Male,32096.787722794998,Digital,12,0.7587278052577883,1,470.70807594178336
50,India,Female,22877.44358315568,Digital,10,0.8195915005086398,3,304.203756619272
37,India,Male,30106.695493161846,Digital,12,0.8014763123140662,6,737.7175568030314
37,India,Female,14850.186855461,Digital,8,0.8523517266223376,6,384.0744526575434
46,Others,Female,68771.4006331003,Digital,6,0.81014999514529,3,338.3622364201049
66,Germany,Female,11881.573109665092,Digital,11,0.7636774404812321,3,184.24321095733177
47,India,Female,19721.84071181401,Digital,6,0.7417473126324163,2,272.142741879877
34,Others,Male,17674.362068480303,Digital,4,0.8305244802046098,1,55.478936580375056
47,Others,Female,41941.78491925443,Digital,11,0.7458099002364892,2,75.83834027932865
47,India,Female,33280.256683118496,Digital,5,0.8591870243084051,1,310.3258495661911
23,India,Male,17807.89558448013,Traditional,2,0.8276596343862095,2,413.31459518528874
49,India,Male,61860.32428629731,Digital,3,0.8043354575072551,6,583.1654836303009
47,Others,Female,31745.311159291043,Digital,3,0.7343872483620264,2,131.63428594544015
56,Others,Male,28831.317214431892,Digital,12,0.833766157155637,2,317.607993097045
68,USA,Male,47255.873340220714,Traditional,11,0.8808383037406854,6,393.57971290124624
61,India,Male,109386.86069267386,Traditional,5,0.7787452595965728,1,234.16747122817162
47,UK,Female,65679.8491589431,Digital,5,0.7629046331336385,4,379.5240868150493
38,India,Male,23437.848140720373,Digital,6,0.7953987103835888,4,396.85482961799676
75,USA,Female,74414.61238149603,Digital,5,0.8233471135965941,2,397.6431219954819
50,Others,Female,26677.721487894803,Digital,12,0.7734390393500136,3,443.3509023189074
50,UK,Female,28269.758501199143,Digital,6,0.8449599072995004,3,303.379811149781
49,Others,Female,9450.893669129338,Traditional,8,0.8955358987135182,3,48.324333104432014
51,Others,Male,20227.677469256098,Digital,2,0.8165122941758968,4,377.83267095556727
48,Germany,Female,14670.415661189696,Traditional,4,0.7837506948490838,4,0.0
44,India,Male,49985.8135701555,Digital,6,0.8220001887424456,2,380.17452744570573
44,UK,Female,37629.37409088728,Traditional,12,0.8588649781500554,1,240.75360867847974
49,USA,Male,11710.274907283407,Traditional,5,0.8079818314276008,1,166.088322125579
44,UK,Female,21785.12263783334,Digital,1,0.8242547515551601,2,332.4337565520376
42,USA,Male,57895.5532738327,Digital,9,0.8352383094371146,5,517.7384699283547
51,UK,Female,20063.560109861122,Digital,3,0.7562277072072952,3,110.23971458527608
47,USA,Female,47571.8714968894,Digital,2,0.8229560670704805,2,585.520959427976
65,USA,Male,39381.3582289342,Digital,9,0.7329025597912101,4,272.07949634237104
23,USA,Female,39194.63774038368,Digital,7,0.7670784430951451,3,389.7538721465472
60,USA,Female,28848.336762870327,Digital,5,0.8572831200643147,7,376.1513707027025
62,Germany,Female,11988.577469821254,Traditional,12,0.8435517617655384,3,299.9191919485321
29,Germany,Male,12572.094647024265,Digital,6,0.7864909994883796,1,95.93735413026397
46,India,Female,47105.326620280546,Traditional,12,0.8852896716722867,1,425.078392524842
46,USA,Female,33362.714927082714,Digital,11,0.7344904959799954,3,359.65656703321525
35,USA,Male,30828.935302002727,Traditional,4,0.7897456153521534,2,271.3920177722355
42,USA,Male,26729.419372275126,Digital,1,0.8137552144656215,1,568.9783538495759
38,USA,Male,28363.848847055546,Digital,4,0.6595876387140486,6,478.15276881251816
67,Others,Male,37177.38395735256,Traditional,9,0.7921168712761952,1,68.10887711071294
59,USA,Male,27940.794467402797,Digital,1,0.7437750883385844,7,631.3967230208333
62,India,Female,16897.69923085881,Traditional,10,0.7449131468567444,4,241.8594976648483
