ID,Transaction Time,Transaction Type,Channel,Is 3DS,Is Token,Decision,Decline Reason Code,Issuer Name,Issuer Country,Issuer Region,Funding source,Acquirer Name,Acquirer Country,Acquirer Region,Jurisdiction,Is Dispute,Is Fraud,Dispute Type,Amount,Industry Segment
T58143585266550,2024-05-06T10:58:19.000Z,ECI-7,CNP,No,No,Approved,Approved,"BANCO ITAUCARD, S.A. ",BRAZIL,LAC,Credit ,BANCO DE CREDITO E INVERSIONES ,CHILE,LAC,Domstic,0,0,No Dispute,647.3910778,Utility services
T55633378120979,2024-06-26T12:50:42.000Z,ECI-7,CNP,No,No,Approved,Approved,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Credit ,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,114.8145331,Business services
T27128389517981,2024-06-11T06:55:27.000Z,ECI-7,CNP,No,No,Approved,Approved,BANCO SANTANDER-CHILE ,CHILE,LAC,Credit ,BANCO COOPERATIVO SICREDI S.A. ,BRAZIL,LAC,Domestic,1,1,Fraud Dispute,121.278455,Contracted services
T27484145237193,2024-06-26T09:01:58.000Z,Recurring,CNP,No,No,Approved,Approved,ROYAL BANK OF CANADA ,CANADA,CANADA,Credit ,EQUITABLE BANK ,CANADA,CANADA,Domstic,0,0,No Dispute,2.193981651,Contracted services
T95352008807388,2024-04-06T05:45:19.000Z,Chip,CP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Debit ,POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SA ,POLAND,EUROPE,Domestic,0,0,No Dispute,248.01468,Clothing stores
T83179742600175,2024-06-10T02:12:38.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,1,0,Non-Fraud Dispute,372.3516445,Utility services
T43805290148738,2024-01-26T20:20:40.000Z,Recurring,CNP,No,No,Declined,Do not honor,BANCO DEL ESTADO DE CHILE ,CHILE,LAC,Credit ,INTERBANK - BANCO INTERNACIONAL DEL PERU ,PERU,LAC,Domstic,0,0,No Dispute,195.8454223,Retail outlet services
T43896462867471,2024-03-21T16:22:53.000Z,ECI-7,CNP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,"WELLS FARGO BANK, NATIONAL ASSOCIATION CANADA",CANADA,CANADA,Cross Border,0,0,No Dispute,455.8014671,Contracted services
T95402771806822,2024-05-06T20:28:36.000Z,Chip,CP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,262.4003561,Utility services
T31473371398332,2024-02-06T20:36:19.000Z,ECI-7,CNP,No,No,Approved,Approved,BANCO BRADESCO S.A. ,BRAZIL,LAC,Debit ,BANCO DE CHILE ,CHILE,LAC,Domstic,0,0,No Dispute,272.0001286,Contracted services
T25775232054440,2024-01-06T17:59:50.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,20.09643333,Contracted services
T86340859182800,2024-02-04T07:48:02.000Z,Magstripe,CP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,STATE EMPLOYEES CREDIT UNION ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,67.3831951,Clothing stores
T98785923253863,2024-03-20T14:52:55.000Z,Other CNP,CNP,No,No,Approved,Approved,CAIXA ECONOMICA FEDERAL ,BRAZIL,LAC,Credit ,"BANCO GENERAL, S.A. ",PANAMA,LAC,Domstic,0,0,No Dispute,325.5084346,Contracted services
T5827824652332,2024-03-05T14:42:55.000Z,ECI-7,CNP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,665.132834,Contracted services
T99738404569618,2024-03-14T01:15:48.000Z,Chip,CP,No,No,Approved,Approved,VIETNAM TECHNOLOGICAL AND COMMERCIAL JOINT STOCK BANK,VIETNAM,APAC,Credit ,COMMONWEALTH BANK OF AUSTRALIA ,AUSTRALIA,APAC,Domstic,0,0,No Dispute,257.0989298,Contracted services
T77086506517329,2024-04-15T09:03:52.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,375.8114835,Contracted services
T45216640799231,2024-05-31T16:06:36.000Z,ECI-7,CNP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Credit ,NORDEA BANK ABP ,REPUBLIC OF IRELAND,EUROPE,Domstic,0,0,No Dispute,126.0935169,Retail outlet services
T10623689559559,2024-05-26T18:06:34.000Z,ECI-7,CNP,No,No,Approved,Approved,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Debit ,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Domestic,1,0,Non-Fraud Dispute,14.3591114,Contracted services
T65654582984448,2024-01-29T19:15:45.000Z,Chip,CP,No,No,Approved,Approved,INTERBANK - BANCO INTERNACIONAL DEL PERU ,PERU,LAC,Credit ,EQUITABLE BANK ,CANADA,CANADA,Cross Border,0,1,Fraud Dispute,173.1243661,Contracted services
T81189170312679,2024-06-25T12:22:01.000Z,Recurring,CNP,No,No,Approved,Approved,INTERBANK - BANCO INTERNACIONAL DEL PERU ,PERU,LAC,Credit ,"BANCO GENERAL, S.A. ",PANAMA,LAC,Domstic,0,0,No Dispute,202.0589392,Contracted services
T11670171570717,2024-01-10T10:19:47.000Z,ECI-7,CNP,No,No,Approved,Approved,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Debit ,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Domestic,1,0,Non-Fraud Dispute,74.63725672,Contracted services
T96826953701744,2024-01-23T08:43:33.000Z,Chip,CP,No,No,Approved,Approved,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Credit ,ING BANK N.V. ,NETHERLANDS,EUROPE,Domestic,0,0,No Dispute,506.1551341,Agricultural services
T13376231700992,2024-05-30T04:13:37.000Z,ECI-7,CNP,No,No,Approved,Approved,INTERBANK - BANCO INTERNACIONAL DEL PERU ,PERU,LAC,Debit ,"BANCO ITAUCARD, S.A. ",BRAZIL,LAC,Domstic,0,0,No Dispute,585.7433721,Utility services
T18508309880159,2024-02-08T09:10:03.000Z,ECI-7,CNP,No,No,Approved,Approved,ITAU UNIBANCO HOLDING S.A ,BRAZIL,LAC,Credit ,BANCO DE LA PROVINCIA DE BUENOS AIRES ,ARGENTINA,LAC,Domstic,0,0,No Dispute,184.5412705,Contracted services
T55775985847254,2024-02-22T09:22:22.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,181.4535976,Utility services
T13276567764564,2024-03-08T13:06:08.000Z,ECI-7,CNP,No,No,Approved,Approved,ICICI Bank Ltd,INDIA,APAC,Debit ,INDUSIND BANK LIMITED,INDIA,APAC,Domestic,0,0,No Dispute,173.2402905,Retail outlet services
T32390353579397,2024-02-04T18:23:13.000Z,Recurring,CNP,No,No,Approved,Approved,BPCE,FRANCE,EUROPE,Prepaid,DEUTSCHE KREDITBANK AG ,GERMANY,EUROPE,Domestic,0,0,No Dispute,69.182557,Utility services
T973922807778,2024-01-12T09:03:40.000Z,ECI-7,CNP,No,No,Approved,Approved,JSC CB PRIVATBANK,UKRAINE,CEMEA,Credit ,DISCOVERY BANK LIMITED,SOUTH AFRICA,CEMEA,Domstic,0,0,No Dispute,216.2505372,Contracted services
T37833692129223,2024-06-09T15:08:19.000Z,ECI-7,CNP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Prepaid,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,267.5268238,Contracted services
T42702402525894,2024-04-26T08:40:46.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,26.93385758,Government services
T88383179084411,2024-05-04T13:38:00.000Z,Chip,CP,No,No,Declined,Not Sufficient Fund,KASPI BANK JSC,KAZAKHSTAN,CEMEA,Debit ,JSC CB PRIVATBANK,UKRAINE,CEMEA,Domstic,0,0,No Dispute,145.3281232,Retail outlet services
T74174987626354,2024-02-21T19:03:30.000Z,ECI-7,CNP,No,No,Approved,Approved,REVOLUT LIMITED ,UNITED KINGDOM,EUROPE,Credit ,ANZ BANK NEW ZEALAND LIMITED ,NEW ZEALAND,APAC,Cross Border,0,0,No Dispute,752.0151937,Contracted services
T92362639833983,2024-05-08T06:50:41.000Z,ECI-7,CNP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Prepaid,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,25.7535467,Business services
T24604764501775,2024-06-26T02:22:42.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,104.8763473,Business services
T62027995889138,2024-05-30T17:37:45.000Z,Contactless,CP,No,Yes,Approved,Approved,NATIONAL AUSTRALIA BANK LIMITED ,AUSTRALIA,APAC,Debit ,ING BANK (AUSTRALIA) LIMITED ,AUSTRALIA,APAC,Domestic,0,0,No Dispute,76.08036205,Business services
T18341847376975,2024-04-17T20:23:39.000Z,ECI-7,CNP,No,No,Approved,Approved,BANCO BBVA PERU ,PERU,LAC,Credit ,KASPI BANK JSC,KAZAKHSTAN,CEMEA,Cross Border,0,0,No Dispute,217.8951633,Retail outlet services
T64451559907820,2024-06-12T14:45:33.000Z,Recurring,CNP,No,No,Approved,Approved,AL RAJHI BANKING AND INVESTMENT CORP,SAUDI ARABIA,CEMEA,Credit ,FIRST ABU DHABI BANK (JPSC),UNITED ARAB EMIRATES,CEMEA,Domestic,0,0,No Dispute,279.2382811,Retail outlet services
T90568857667767,2024-06-27T12:19:07.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,190.8722764,Business services
T78415351628189,2024-03-02T23:38:47.000Z,ECI-7,CNP,No,No,Declined,Do not honor,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Debit ,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Domstic,1,0,Non-Fraud Dispute,302.2633729,Contracted services
T22618834561470,2024-06-30T20:08:29.000Z,Contactless,CP,No,Yes,Approved,Approved,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Debit ,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,55.76845895,Contracted services
T94353838144329,2024-03-12T00:33:31.000Z,ECI-7,CNP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,179.8277633,Retail outlet services
T95312771937078,2024-05-03T21:39:49.000Z,ECI-7,CNP,No,No,Approved,Approved,ABS BANK,NEW ZEALAND,APAC,Debit ,KOTAK MAHINDRA BANK LTD,INDIA,APAC,Domstic,0,0,No Dispute,64.38131726,Clothing stores
T20387040489285,2024-06-21T08:10:47.000Z,Chip,CP,No,No,Approved,Approved,REVOLUT LIMITED ,UNITED KINGDOM,EUROPE,Debit ,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,67.12194585,Business services
T51348754379000,2024-05-14T06:02:00.000Z,Chip,CP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,203.2591484,Contracted services
T84632741920693,2024-05-15T21:24:47.000Z,Chip,CP,No,No,Approved,Approved,OP COOPERATIVE ,FINLAND,EUROPE,Credit ,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,461.844317,Clothing stores
T99244666990889,2024-02-06T20:21:37.000Z,ECI-7,CNP,No,No,Approved,Approved,BANCO BRADESCO S.A. ,BRAZIL,LAC,Debit ,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Cross Border,0,0,No Dispute,269.6760308,Miscellaneous stores
T44085585472904,2024-04-03T23:37:20.000Z,Recurring,CNP,No,No,Approved,Approved,BANCO BRADESCO S.A. ,BRAZIL,LAC,Debit ,BANCO COOPERATIVO SICREDI S.A. ,BRAZIL,LAC,Domstic,0,0,No Dispute,250.3952801,Contracted services
T43381022128470,2024-01-26T14:49:11.000Z,ECI-7,CNP,No,No,Approved,Approved,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Credit ,ING BANK N.V. ,NETHERLANDS,EUROPE,Domstic,1,0,Non-Fraud Dispute,264.5932923,Utility services
T60570570072804,2024-06-03T11:41:07.000Z,Chip,CP,No,No,Approved,Approved,POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SA ,POLAND,EUROPE,Credit ,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Domestic,0,0,No Dispute,160.7021689,Clothing stores
T18008911924123,2024-04-10T03:01:16.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,"CAPITAL ONE, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,411.8379787,Retail outlet services
T8194254468767,2024-06-18T19:57:23.000Z,Chip,CP,No,No,Approved,Approved,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Credit ,SCOTIABANK PERU,PERU,LAC,Cross Border,0,0,No Dispute,289.0908869,Contracted services
T3266350458845,2024-03-16T19:49:48.000Z,Chip,CP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,"TD BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,277.722215,Clothing stores
T32848478865266,2024-01-29T14:02:22.000Z,Contactless,CP,No,Yes,Approved,Approved,BANCO BRADESCO S.A. ,BRAZIL,LAC,Debit ,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Cross Border,0,0,No Dispute,109.2946289,Contracted services
T38715505184036,2024-02-10T03:33:28.000Z,Chip,CP,No,No,Approved,Approved,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Debit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,234.046628,Miscellaneous stores
T523719077641,2024-06-17T19:01:21.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,STATE EMPLOYEES CREDIT UNION ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,284.7925557,Contracted services
T66976492065260,2024-01-24T05:32:49.000Z,Chip,CP,No,No,Approved,Approved,THE BANK OF NOVA SCOTIA,CANADA,CANADA,Credit ,VANCOUVER CITY SAVINGS CREDIT UNION ,CANADA,CANADA,Domestic,0,0,No Dispute,105.8978546,Business services
T61541351442079,2024-06-19T01:06:29.000Z,Chip,CP,No,No,Approved,Approved,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Debit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,577.7156126,Utility services
T16737557616216,2024-02-10T08:44:53.000Z,Contactless,CP,No,Yes,Declined,Do not honor,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,"HONG KONG, CHINA",APAC,Credit ,ANZ BANK NEW ZEALAND LIMITED ,NEW ZEALAND,APAC,Domestic,0,0,No Dispute,155.3721764,Utility services
T61440793375234,2024-02-04T10:52:49.000Z,ECI-7,CNP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Credit ,BPCE,FRANCE,EUROPE,Domstic,0,0,No Dispute,251.7843618,Government services
T54472646554136,2024-05-03T17:43:21.000Z,ECI-7,CNP,No,No,Approved,Approved,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Debit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domestic,1,0,Non-Fraud Dispute,297.2705958,Contracted services
T29956731951359,2024-05-13T21:24:03.000Z,Chip,CP,No,No,Approved,Approved,CAIXA ECONOMICA FEDERAL ,BRAZIL,LAC,Debit ,BANCO DE CHILE ,CHILE,LAC,Domestic,0,0,No Dispute,170.9578306,Contracted services
T98428352592637,2024-02-21T04:38:33.000Z,Chip,CP,No,No,Approved,Approved,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Credit ,"CITIBANK, N.A. - COSTCO ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,161.9702571,Contracted services
T45973460155296,2024-05-02T20:30:16.000Z,Recurring,CNP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Debit ,BOURSORAMA BANQUE ,FRANCE,EUROPE,Domstic,0,0,No Dispute,590.682533,Utility services
T42015239075052,2024-04-29T00:57:41.000Z,Chip,CP,No,No,Approved,Approved,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Credit ,MANULIFE BANK OF CANADA ,CANADA,CANADA,Cross Border,0,0,No Dispute,56.99836804,Utility services
T20563454927804,2024-03-24T03:02:36.000Z,Contactless,CP,No,Yes,Approved,Approved,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Credit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,154.5087801,Retail outlet services
T11685026295852,2024-05-11T03:34:36.000Z,ECI-7,CNP,No,No,Approved,Approved,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Debit ,"CAPITAL ONE, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,152.3489902,Miscellaneous stores
T28707023675099,2024-02-01T01:54:06.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Domstic,1,0,Non-Fraud Dispute,430.9126081,Government services
T91390689872504,2024-02-04T01:08:27.000Z,ECI-7,CNP,No,No,Approved,Approved,CANADIAN IMPERIAL BANK OF COMMERCE,CANADA,CANADA,Credit ,THE TORONTO-DOMINION BANK MBNA ,CANADA,CANADA,Domstic,1,1,Fraud Dispute,448.5910176,Clothing stores
T27375131884863,2024-02-23T12:35:49.000Z,ECI-7,CNP,No,No,Approved,Approved,ANZ BANK NEW ZEALAND LIMITED ,NEW ZEALAND,APAC,Debit ,BANK OF NEW ZEALAND,NEW ZEALAND,APAC,Domestic,0,0,No Dispute,204.8307044,Contracted services
T58620262722616,2024-02-02T23:15:49.000Z,Other CNP,CNP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,104.8335819,Utility services
T76566406272289,2024-06-12T04:38:57.000Z,ECI-7,CNP,No,No,Approved,Approved,ROYAL BANK OF CANADA ,CANADA,CANADA,Credit ,VANCOUVER CITY SAVINGS CREDIT UNION ,CANADA,CANADA,Domstic,0,0,No Dispute,29.29931019,Agricultural services
T56559252724248,2024-01-23T09:25:12.000Z,ECI-7,CNP,No,No,Declined,Suspected Fraud,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Debit ,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,109.8222325,Contracted services
T79808477531902,2024-01-11T22:56:07.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,67.75176233,Contracted services
T7211935881312,2024-04-25T13:19:04.000Z,ECI-7,CNP,No,No,Approved,Approved,USAA FEDERAL SAVINGS BANK  ,UNITED STATES OF AMERICA,USA,Prepaid,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,275.6832149,Business services
T5004321298600,2024-04-09T03:14:29.000Z,Chip,CP,No,No,Approved,Approved,COMMONWEALTH BANK OF AUSTRALIA ,AUSTRALIA,APAC,Debit ,ABS BANK,NEW ZEALAND,APAC,Domestic,0,0,No Dispute,294.0693198,Utility services
T96947589650913,2024-05-22T15:13:06.000Z,ECI-7,CNP,No,No,Declined,Others,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Debit ,OP COOPERATIVE ,FINLAND,EUROPE,Domstic,0,0,No Dispute,254.4705707,Utility services
T23628836275576,2024-02-10T21:45:09.000Z,Chip,CP,No,No,Approved,Approved,DEUTSCHE KREDITBANK AG ,GERMANY,EUROPE,Credit ,"ALLIED IRISH BANKS, P.L.C. ",REPUBLIC OF IRELAND,EUROPE,Domstic,0,0,No Dispute,315.7887593,Clothing stores
T74906684587775,2024-03-22T01:39:04.000Z,ECI-7,CNP,No,No,Approved,Approved,"RAKUTEN CARD CO., LTD",JAPAN,APAC,Debit ,HDFC BANK LIMITED ,INDIA,APAC,Domstic,0,0,No Dispute,280.0634928,Contracted services
T35993946213223,2024-04-20T20:26:51.000Z,ECI-7,CNP,No,No,Approved,Approved,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Credit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,345.0816819,Contracted services
T4123076194659,2024-04-17T04:41:03.000Z,ECI-7,CNP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,434.8546149,Business services
T54239699689151,2024-01-27T07:30:42.000Z,Chip,CP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Credit ,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,90.10003427,Contracted services
T64583453506694,2024-06-21T16:04:16.000Z,Chip,CP,No,No,Approved,Approved,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Prepaid,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,394.9233485,Business services
T39568079181382,2024-03-27T05:20:07.000Z,ECI-7,CNP,No,No,Approved,Approved,THE BANK OF NOVA SCOTIA,CANADA,CANADA,Credit ,BANCO DE CREDITO DEL PERU ,PERU,LAC,Cross Border,0,0,No Dispute,15.21401206,Clothing stores
T87033788197286,2024-01-07T12:07:38.000Z,Chip,CP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Debit ,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,609.9693814,Utility services
T40915258932094,2024-05-17T07:26:07.000Z,ECI-7,CNP,No,No,Approved,Approved,BANCO DE LA PROVINCIA DE BUENOS AIRES ,ARGENTINA,LAC,Credit ,BANCO BRADESCO S.A. ,BRAZIL,LAC,Domstic,0,0,No Dispute,191.2425026,Utility services
T32398138336143,2024-06-12T15:42:52.000Z,ECI-7,CNP,No,No,Declined,Others,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Debit ,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,115.21368,Miscellaneous stores
T76578865666046,2024-02-28T17:51:08.000Z,Chip,CP,No,No,Approved,Approved,BANCO COOPERATIVO SICREDI S.A. ,BRAZIL,LAC,Debit ,"BANCO ITAUCARD, S.A. ",BRAZIL,LAC,Domestic,0,0,No Dispute,43.58356467,Business services
T70974106175916,2024-02-29T20:13:56.000Z,ECI-7,CNP,No,No,Approved,Approved,Emirates NBD Bank,UNITED ARAB EMIRATES,CEMEA,Debit ,DISCOVERY BANK LIMITED,SOUTH AFRICA,CEMEA,Domestic,0,0,No Dispute,231.6201213,Business services
T96121147096474,2024-05-13T22:54:03.000Z,ECI-7,CNP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,MALAYAN BANKING BERHAD,MALAYSIA,APAC,Cross Border,0,0,No Dispute,656.1781992,Clothing stores
T21012856513566,2024-04-08T14:36:04.000Z,ECI-7,CNP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,293.7063365,Utility services
T74826458888168,2024-05-30T04:26:29.000Z,ECI-7,CNP,No,No,Approved,Approved,BANCO SANTANDER S.A. ,BRAZIL,LAC,Debit ,BANCO SANTANDER S.A. ,BRAZIL,LAC,Domstic,0,0,No Dispute,543.9042648,Retail outlet services
T41705157003968,2024-04-09T15:45:49.000Z,ECI-7,CNP,No,No,Approved,Approved,NORDEA BANK ABP ,REPUBLIC OF IRELAND,EUROPE,Debit ,"ALLIED IRISH BANKS, P.L.C. ",REPUBLIC OF IRELAND,EUROPE,Domstic,0,0,No Dispute,158.2506392,Business services
T39381260886482,2024-05-19T09:21:27.000Z,ECI-7,CNP,No,No,Approved,Approved,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,66.49913171,Retail outlet services
T62440053403889,2024-02-27T13:22:03.000Z,ECI-7,CNP,No,No,Declined,Not Sufficient Fund,PORTOSEG S.A. CREDITO FINANCIAMENTO E INVESTIMENTO ,BRAZIL,LAC,Debit ,BANCO SANTANDER RIO S.A. ,ARGENTINA,LAC,Domestic,1,0,Non-Fraud Dispute,236.0798203,Contracted services
