InvoiceID,InvoiceDate,BusinessUnit,Region,Vendor,VendorPerformanceScore,ContractType,PaymentTermsDays,Quantity,UnitCost,BudgetAmount,ActualInvoiceAmount,VarianceAmount,DaysLate,InvoiceStatus
INV00490,2025-06-30,BU_Logistics,North America,Vendor_05,71.5,Time & Materials,15,50,58.0,2941.05,3015.16,74.11,5,Pending
INV00491,2024-12-12,BU_Fabrication,North America,Vendor_11,68.0,Time & Materials,15,36,40.09,1479.48,1645.3,165.82,3,Pending
INV00492,2024-09-17,BU_R&D,APAC,Vendor_40,78.0,Time & Materials,45,47,61.39,2963.17,3246.83,283.66,0,Paid
INV00493,2025-07-01,BU_Logistics,APAC,Vendor_28,80.6,Fixed Price,15,56,41.29,2351.56,2469.27,117.71,0,Paid
INV00494,2024-11-06,BU_Sales,APAC,Vendor_47,68.1,Time & Materials,30,48,11.48,557.98,628.78,70.8,0,Paid
INV00495,2024-12-31,BU_Logistics,North America,Vendor_26,76.7,Fixed Price,60,57,23.91,1434.39,1497.95,63.56,0,Paid
INV00496,2025-02-01,BU_Fabrication,EMEA,Vendor_19,61.4,Time & Materials,45,49,24.75,1242.16,1329.63,87.48,0,Paid
INV00497,2024-09-19,BU_Fabrication,North America,Vendor_41,86.1,Fixed Price,15,37,39.03,1444.79,1411.46,-33.33,0,Paid
INV00498,2025-01-05,BU_Sales,EMEA,Vendor_43,73.3,Fixed Price,45,41,28.69,1237.14,1209.48,-27.66,0,Paid
INV00499,2025-02-06,BU_Sales,EMEA,Vendor_29,66.0,Fixed Price,30,50,11.05,565.21,598.24,33.04,4,Pending
INV00500,2024-12-16,BU_IT,North America,Vendor_49,80.2,Time & Materials,15,49,47.98,2499.84,2634.36,134.52,0,Paid
INV00501,2025-05-05,BU_Sales,LATAM,Vendor_38,45.6,Fixed Price,15,60,26.85,1687.97,1793.43,105.46,4,Pending
INV00502,2025-04-25,BU_Sales,LATAM,Vendor_44,70.5,Time & Materials,30,50,9.81,512.04,530.65,18.61,0,Paid
INV00503,2025-04-01,BU_R&D,North America,Vendor_46,64.2,Fixed Price,30,39,46.46,1868.98,1988.42,119.45,0,Paid
INV00504,2025-05-20,BU_IT,North America,Vendor_49,80.2,Fixed Price,60,73,46.84,3481.04,3620.79,139.74,0,Paid
INV00505,2024-11-17,BU_Logistics,North America,Vendor_28,80.6,Fixed Price,45,51,61.61,3333.42,3288.43,-45.0,0,Paid
INV00506,2025-06-18,BU_Logistics,LATAM,Vendor_17,59.8,Fixed Price,45,50,28.43,1453.75,1523.83,70.08,0,Paid
INV00507,2024-09-14,BU_Sales,APAC,Vendor_36,56.7,Fixed Price,30,62,17.69,1117.08,1238.3,121.22,0,Paid
INV00508,2024-08-07,BU_IT,APAC,Vendor_27,57.7,Fixed Price,15,53,54.55,3022.11,3337.19,315.08,0,Paid
INV00509,2025-05-26,BU_Fabrication,LATAM,Vendor_37,78.1,Time & Materials,45,54,42.79,2352.09,2529.55,177.46,0,Paid
INV00510,2025-01-24,BU_Sales,North America,Vendor_42,77.6,Fixed Price,45,45,42.91,2023.49,2045.92,22.43,3,Pending
INV00511,2024-12-20,BU_Sales,North America,Vendor_39,55.1,Time & Materials,30,50,16.61,826.12,898.36,72.24,5,Pending
INV00512,2025-01-17,BU_Logistics,North America,Vendor_31,66.0,Time & Materials,60,37,41.19,1585.46,1813.03,227.58,3,Pending
INV00513,2025-01-03,BU_R&D,North America,Vendor_32,100.0,Time & Materials,45,34,39.91,1387.55,1416.56,29.01,0,Paid
INV00514,2024-11-25,BU_Logistics,EMEA,Vendor_48,90.9,Fixed Price,60,43,13.77,584.41,615.03,30.62,0,Paid
INV00515,2025-03-02,BU_IT,APAC,Vendor_13,78.6,Fixed Price,60,42,42.78,1882.43,2040.47,158.04,0,Paid
INV00516,2025-04-06,BU_IT,LATAM,Vendor_04,97.8,Fixed Price,15,49,21.39,1071.57,1082.44,10.87,0,Paid
INV00517,2025-04-17,BU_Sales,North America,Vendor_34,59.1,Time & Materials,15,56,28.86,1641.67,1805.71,164.04,5,Pending
INV00518,2024-11-11,BU_Fabrication,North America,Vendor_30,70.6,Fixed Price,30,48,64.86,3206.72,3184.38,-22.34,0,Paid
INV00519,2025-02-05,BU_Sales,EMEA,Vendor_41,86.1,Time & Materials,45,59,30.32,1822.19,1895.09,72.9,0,Paid
INV00520,2025-04-08,BU_IT,EMEA,Vendor_31,66.0,Fixed Price,30,47,30.75,1508.78,1607.85,99.07,4,Pending
INV00521,2024-12-11,BU_Fabrication,North America,Vendor_25,66.8,Fixed Price,60,49,30.93,1545.97,1728.34,182.38,0,Paid
INV00522,2024-11-18,BU_Logistics,APAC,Vendor_44,70.5,Fixed Price,45,49,14.42,712.48,724.25,11.77,0,Paid
INV00523,2025-07-16,BU_Fabrication,EMEA,Vendor_09,68.0,Time & Materials,45,55,33.35,1807.54,1927.55,120.01,5,Pending
INV00524,2024-12-08,BU_IT,LATAM,Vendor_20,53.8,Time & Materials,45,48,40.85,2034.52,2173.78,139.27,6,Pending
INV00525,2025-02-09,BU_R&D,EMEA,Vendor_14,46.3,Fixed Price,45,49,33.54,1675.49,1797.48,121.99,0,Paid
INV00526,2025-02-20,BU_IT,North America,Vendor_33,74.8,Time & Materials,90,43,12.52,558.27,626.61,68.34,0,Paid
INV00527,2025-05-15,BU_IT,APAC,Vendor_20,53.8,Time & Materials,30,49,60.49,3087.1,3502.28,415.17,6,Pending
INV00528,2024-12-20,BU_R&D,LATAM,Vendor_17,59.8,Time & Materials,90,44,27.03,1263.84,1474.43,210.59,0,Paid
INV00529,2024-11-05,BU_Logistics,EMEA,Vendor_16,66.6,Time & Materials,60,49,8.5,425.68,479.15,53.47,0,Paid
INV00530,2025-06-04,BU_Sales,APAC,Vendor_44,70.5,Fixed Price,15,58,41.18,2487.16,2616.7,129.54,0,Paid
INV00531,2024-12-30,BU_R&D,LATAM,Vendor_26,76.7,Fixed Price,15,64,15.01,999.31,1037.34,38.04,0,Paid
INV00532,2025-05-20,BU_Logistics,EMEA,Vendor_46,64.2,Fixed Price,30,46,11.14,526.1,555.28,29.17,0,Paid
INV00533,2025-07-10,BU_R&D,EMEA,Vendor_11,68.0,Time & Materials,60,46,14.97,718.34,802.63,84.29,8,Pending
INV00534,2024-09-19,BU_Sales,North America,Vendor_17,59.8,Time & Materials,30,57,48.4,2808.45,3084.62,276.18,0,Paid
INV00535,2025-07-15,BU_R&D,APAC,Vendor_15,49.1,Fixed Price,45,42,48.34,2085.0,2211.01,126.01,5,Pending
INV00536,2025-01-17,BU_R&D,North America,Vendor_19,61.4,Fixed Price,15,44,61.74,2843.87,2975.1,131.23,6,Pending
INV00537,2025-06-21,BU_IT,APAC,Vendor_40,78.0,Fixed Price,60,51,23.29,1197.85,1296.61,98.77,0,Paid
INV00538,2025-07-15,BU_Sales,EMEA,Vendor_27,57.7,Fixed Price,60,57,48.23,2812.52,3142.38,329.86,4,Pending
INV00539,2024-11-11,BU_R&D,EMEA,Vendor_37,78.1,Time & Materials,90,47,60.64,2835.48,3103.8,268.31,0,Paid
INV00540,2024-11-01,BU_Fabrication,EMEA,Vendor_41,86.1,Time & Materials,30,66,56.69,3846.43,3906.28,59.85,5,Pending
INV00541,2025-03-20,BU_R&D,North America,Vendor_50,48.6,Fixed Price,45,56,53.96,3058.66,3253.12,194.45,0,Paid
INV00542,2024-09-15,BU_Logistics,APAC,Vendor_41,86.1,Fixed Price,30,44,40.05,1767.21,1919.01,151.8,0,Paid
INV00543,2024-08-03,BU_Fabrication,EMEA,Vendor_47,68.1,Fixed Price,15,55,58.17,3331.23,3589.22,257.98,4,Pending
INV00544,2025-04-29,BU_Logistics,North America,Vendor_01,82.5,Time & Materials,30,54,20.54,1128.13,1168.92,40.78,0,Paid
INV00545,2025-01-24,BU_R&D,North America,Vendor_25,66.8,Fixed Price,30,57,14.67,848.36,898.23,49.87,6,Pending
INV00546,2024-08-24,BU_R&D,LATAM,Vendor_30,70.6,Time & Materials,30,45,47.09,2095.41,2231.44,136.03,0,Paid
INV00547,2025-07-18,BU_Logistics,EMEA,Vendor_32,100.0,Fixed Price,15,49,19.27,983.48,959.88,-23.6,0,Paid
INV00548,2025-02-23,BU_Fabrication,North America,Vendor_47,68.1,Time & Materials,30,46,32.85,1568.46,1657.16,88.7,5,Pending
INV00549,2025-04-16,BU_Logistics,North America,Vendor_46,64.2,Time & Materials,15,49,5.2,262.74,288.08,25.34,0,Paid
INV00550,2024-12-09,BU_IT,APAC,Vendor_39,55.1,Time & Materials,45,49,37.48,1828.05,2011.24,183.18,0,Paid
INV00551,2024-08-11,BU_Fabrication,APAC,Vendor_27,57.7,Fixed Price,15,53,15.58,834.78,906.7,71.92,4,Pending
INV00552,2025-07-26,BU_Logistics,North America,Vendor_44,70.5,Time & Materials,30,57,60.29,3527.57,3632.62,105.04,0,Paid
INV00553,2025-07-06,BU_IT,North America,Vendor_39,55.1,Time & Materials,30,57,38.5,2213.94,2350.27,136.33,0,Paid
INV00554,2025-04-19,BU_IT,North America,Vendor_08,86.5,Time & Materials,30,58,53.65,3125.21,3171.48,46.27,0,Paid
INV00555,2024-12-13,BU_IT,LATAM,Vendor_23,76.0,Time & Materials,30,38,39.72,1489.46,1561.55,72.09,5,Pending
INV00556,2025-04-12,BU_Logistics,APAC,Vendor_31,66.0,Fixed Price,15,47,25.25,1221.31,1329.99,108.68,0,Paid
INV00557,2024-09-26,BU_IT,APAC,Vendor_10,83.1,Time & Materials,45,41,15.3,633.78,667.95,34.16,5,Pending
INV00558,2024-09-21,BU_R&D,APAC,Vendor_30,70.6,Time & Materials,30,51,62.15,3222.86,3462.13,239.27,0,Paid
INV00559,2024-09-21,BU_Logistics,LATAM,Vendor_19,61.4,Fixed Price,45,46,31.19,1399.34,1496.96,97.62,0,Paid
INV00560,2024-09-29,BU_Fabrication,LATAM,Vendor_03,84.7,Fixed Price,15,43,35.5,1576.96,1602.53,25.57,0,Paid
INV00561,2025-01-16,BU_R&D,LATAM,Vendor_40,78.0,Fixed Price,45,54,38.27,2077.2,2056.29,-20.92,0,Paid
INV00562,2025-01-23,BU_Logistics,North America,Vendor_26,76.7,Time & Materials,30,67,8.62,584.56,588.26,3.69,0,Paid
INV00563,2025-04-02,BU_Sales,APAC,Vendor_11,68.0,Fixed Price,45,66,52.7,3508.45,3943.3,434.85,7,Pending
INV00564,2024-10-21,BU_Fabrication,EMEA,Vendor_38,45.6,Fixed Price,30,47,41.78,1964.84,2067.11,102.27,0,Paid
INV00565,2025-06-09,BU_Sales,APAC,Vendor_40,78.0,Fixed Price,45,53,28.53,1531.94,1569.28,37.34,0,Paid
INV00566,2024-10-06,BU_Sales,LATAM,Vendor_08,86.5,Time & Materials,30,54,45.43,2555.61,2608.62,53.01,4,Pending
INV00567,2025-07-02,BU_R&D,North America,Vendor_44,70.5,Fixed Price,45,61,45.27,2808.33,2729.94,-78.4,0,Paid
INV00568,2024-11-23,BU_R&D,EMEA,Vendor_45,52.8,Time & Materials,15,49,16.57,819.45,888.87,69.42,0,Paid
INV00569,2024-12-06,BU_Sales,EMEA,Vendor_44,70.5,Time & Materials,15,62,33.61,2095.02,2171.26,76.24,0,Paid
INV00570,2025-06-10,BU_Fabrication,North America,Vendor_11,68.0,Fixed Price,30,61,40.67,2507.05,2635.96,128.91,0,Paid
INV00571,2024-10-24,BU_Fabrication,APAC,Vendor_21,97.0,Fixed Price,90,63,26.36,1733.41,1922.35,188.94,2,Pending
INV00572,2024-11-23,BU_IT,APAC,Vendor_26,76.7,Time & Materials,15,45,62.55,2767.46,2911.9,144.44,0,Paid
INV00573,2025-05-21,BU_Sales,North America,Vendor_32,100.0,Fixed Price,15,69,35.55,2489.33,2564.67,75.34,0,Paid
INV00574,2025-07-01,BU_Fabrication,North America,Vendor_27,57.7,Fixed Price,30,58,32.54,1909.97,2062.83,152.86,0,Paid
INV00575,2025-06-06,BU_IT,APAC,Vendor_33,74.8,Fixed Price,45,54,53.22,2994.4,3106.73,112.32,0,Paid
INV00576,2025-01-22,BU_R&D,LATAM,Vendor_15,49.1,Time & Materials,30,55,49.33,2839.08,3014.71,175.64,0,Paid
INV00577,2025-06-04,BU_Sales,APAC,Vendor_24,53.6,Time & Materials,15,44,38.37,1690.8,1906.66,215.86,0,Paid
INV00578,2024-11-22,BU_Fabrication,EMEA,Vendor_41,86.1,Time & Materials,30,49,63.45,3286.41,3399.74,113.33,0,Paid
INV00579,2025-07-26,BU_Fabrication,North America,Vendor_11,68.0,Fixed Price,60,45,15.64,700.97,780.63,79.65,0,Paid
INV00580,2025-02-26,BU_Fabrication,North America,Vendor_13,78.6,Fixed Price,60,43,45.54,2032.0,2164.52,132.52,0,Paid
INV00581,2025-03-23,BU_Logistics,APAC,Vendor_07,98.7,Time & Materials,15,48,12.74,617.13,640.01,22.89,0,Paid
INV00582,2025-07-11,BU_IT,North America,Vendor_29,66.0,Fixed Price,30,50,29.82,1536.63,1641.99,105.36,0,Paid
INV00583,2025-04-13,BU_Fabrication,EMEA,Vendor_04,97.8,Fixed Price,30,44,17.34,806.32,787.49,-18.83,0,Paid
INV00584,2025-04-18,BU_Logistics,APAC,Vendor_12,68.0,Time & Materials,15,44,27.21,1248.06,1414.96,166.9,7,Pending
INV00585,2025-06-04,BU_IT,LATAM,Vendor_33,74.8,Time & Materials,30,56,29.2,1708.62,1720.58,11.95,0,Paid
INV00586,2025-07-21,BU_Logistics,North America,Vendor_22,71.6,Time & Materials,30,48,65.27,3217.68,3326.54,108.86,0,Paid
INV00587,2025-02-28,BU_IT,APAC,Vendor_48,90.9,Fixed Price,60,57,19.93,1193.22,1294.66,101.44,0,Paid
INV00588,2025-01-08,BU_IT,APAC,Vendor_13,78.6,Fixed Price,45,52,42.27,2266.26,2332.06,65.8,0,Paid
INV00589,2025-07-11,BU_Logistics,LATAM,Vendor_42,77.6,Time & Materials,15,44,31.55,1469.6,1526.72,57.12,0,Paid
INV00590,2025-06-23,BU_R&D,APAC,Vendor_49,80.2,Fixed Price,30,48,58.35,2741.13,2852.34,111.21,0,Paid
INV00591,2025-07-08,BU_Sales,APAC,Vendor_35,87.3,Fixed Price,60,56,35.49,2017.77,2200.55,182.78,0,Paid
INV00592,2025-04-25,BU_Fabrication,North America,Vendor_10,83.1,Fixed Price,15,56,10.96,626.37,632.29,5.92,0,Paid
INV00593,2024-10-22,BU_R&D,APAC,Vendor_10,83.1,Time & Materials,45,53,33.54,1808.62,1909.36,100.74,0,Paid
INV00594,2025-05-05,BU_Fabrication,EMEA,Vendor_29,66.0,Fixed Price,60,51,9.04,460.99,513.53,52.54,0,Paid
INV00595,2024-11-23,BU_IT,EMEA,Vendor_33,74.8,Time & Materials,45,32,61.82,2009.39,2048.74,39.35,0,Paid
INV00596,2025-07-07,BU_Fabrication,LATAM,Vendor_25,66.8,Fixed Price,45,53,22.99,1226.35,1292.12,65.78,0,Paid
INV00597,2025-05-10,BU_Fabrication,North America,Vendor_17,59.8,Fixed Price,60,48,52.99,2646.24,2881.0,234.76,0,Paid
INV00598,2025-03-15,BU_Logistics,LATAM,Vendor_46,64.2,Time & Materials,30,54,36.88,1998.92,2217.07,218.15,0,Paid
INV00599,2025-06-05,BU_Logistics,APAC,Vendor_13,78.6,Fixed Price,15,47,11.77,563.97,596.98,33.01,0,Paid
INV00600,2024-11-04,BU_Logistics,APAC,Vendor_08,86.5,Fixed Price,30,45,62.43,2904.97,3184.7,279.73,0,Paid
INV00601,2024-10-06,BU_Logistics,APAC,Vendor_17,59.8,Fixed Price,30,40,68.48,2704.44,2987.61,283.17,0,Paid
INV00602,2024-08-21,BU_Logistics,LATAM,Vendor_39,55.1,Fixed Price,60,64,12.56,843.27,943.59,100.33,0,Paid
INV00603,2025-07-05,BU_R&D,EMEA,Vendor_37,78.1,Fixed Price,15,49,45.77,2323.7,2305.29,-18.41,0,Paid
INV00604,2025-04-27,BU_Logistics,LATAM,Vendor_34,59.1,Fixed Price,30,57,22.53,1324.46,1385.26,60.8,0,Paid
INV00605,2025-05-02,BU_Sales,North America,Vendor_15,49.1,Time & Materials,45,50,43.05,2185.21,2330.6,145.39,3,Pending
INV00606,2024-12-29,BU_Logistics,LATAM,Vendor_40,78.0,Fixed Price,90,57,39.3,2343.39,2450.05,106.66,0,Paid
INV00607,2025-06-29,BU_Fabrication,North America,Vendor_23,76.0,Fixed Price,60,61,37.17,2347.13,2456.05,108.92,0,Paid
INV00608,2025-06-15,BU_Logistics,LATAM,Vendor_44,70.5,Time & Materials,30,65,60.7,3937.7,4167.71,230.0,0,Paid
INV00609,2024-09-28,BU_Sales,North America,Vendor_47,68.1,Fixed Price,60,65,27.47,1848.46,2075.8,227.34,0,Paid
INV00610,2025-02-08,BU_IT,LATAM,Vendor_29,66.0,Fixed Price,30,37,25.95,1005.42,1083.56,78.14,0,Paid
INV00611,2025-01-12,BU_IT,North America,Vendor_07,98.7,Fixed Price,90,58,55.78,3229.03,3352.5,123.47,0,Paid
INV00612,2024-08-04,BU_Fabrication,North America,Vendor_41,86.1,Time & Materials,60,53,53.16,2860.17,2980.87,120.7,0,Paid
INV00613,2024-09-23,BU_Logistics,EMEA,Vendor_45,52.8,Time & Materials,45,43,31.21,1351.83,1519.03,167.2,0,Paid
INV00614,2024-09-06,BU_Logistics,North America,Vendor_46,64.2,Fixed Price,15,49,33.09,1645.94,1744.77,98.83,3,Pending
INV00615,2024-12-07,BU_IT,North America,Vendor_15,49.1,Time & Materials,30,51,51.77,2712.47,2949.5,237.03,0,Paid
INV00616,2025-02-24,BU_Sales,EMEA,Vendor_25,66.8,Time & Materials,30,50,66.25,3344.76,3662.08,317.32,0,Paid
INV00617,2025-06-13,BU_Fabrication,APAC,Vendor_38,45.6,Fixed Price,60,60,6.03,378.81,433.74,54.93,5,Pending
INV00618,2025-04-15,BU_Fabrication,North America,Vendor_44,70.5,Fixed Price,15,50,25.36,1285.64,1279.31,-6.34,0,Paid
INV00619,2025-03-13,BU_Sales,EMEA,Vendor_43,73.3,Fixed Price,15,47,33.71,1600.73,1615.44,14.72,0,Paid
INV00620,2025-02-17,BU_IT,North America,Vendor_41,86.1,Fixed Price,45,51,59.05,3180.87,3159.06,-21.81,0,Paid
INV00621,2025-06-28,BU_R&D,LATAM,Vendor_01,82.5,Fixed Price,30,40,23.84,951.44,926.54,-24.9,0,Paid
INV00622,2024-08-03,BU_IT,APAC,Vendor_35,87.3,Fixed Price,15,61,41.29,2448.63,2522.3,73.66,0,Paid
INV00623,2025-01-24,BU_Logistics,EMEA,Vendor_42,77.6,Time & Materials,15,47,62.2,3014.74,3000.17,-14.57,0,Paid
INV00624,2025-06-12,BU_R&D,North America,Vendor_12,68.0,Time & Materials,30,69,38.57,2662.27,2850.24,187.97,4,Pending
INV00625,2025-05-09,BU_Sales,APAC,Vendor_05,71.5,Fixed Price,15,43,35.95,1542.04,1595.81,53.78,5,Pending
INV00626,2025-05-25,BU_Sales,LATAM,Vendor_23,76.0,Fixed Price,45,40,64.48,2614.33,2615.62,1.29,0,Paid
INV00627,2025-06-14,BU_Fabrication,LATAM,Vendor_21,97.0,Fixed Price,30,46,48.95,2215.35,2109.37,-105.98,0,Paid
INV00628,2025-07-22,BU_IT,North America,Vendor_37,78.1,Fixed Price,30,60,43.12,2651.42,2570.76,-80.66,0,Paid
INV00629,2024-08-03,BU_R&D,North America,Vendor_15,49.1,Time & Materials,45,55,61.48,3540.76,3816.17,275.41,7,Pending
INV00630,2025-02-01,BU_Logistics,APAC,Vendor_22,71.6,Time & Materials,30,58,20.55,1175.05,1258.06,83.01,0,Paid
INV00631,2025-01-04,BU_Sales,APAC,Vendor_12,68.0,Time & Materials,15,51,66.04,3449.68,3912.6,462.92,5,Pending
INV00632,2024-10-11,BU_IT,North America,Vendor_47,68.1,Time & Materials,15,49,18.97,934.31,995.11,60.8,8,Pending
INV00633,2024-08-10,BU_IT,APAC,Vendor_38,45.6,Fixed Price,45,35,28.71,984.73,1063.38,78.65,7,Pending
INV00634,2024-08-19,BU_IT,North America,Vendor_35,87.3,Fixed Price,45,56,10.52,595.26,597.47,2.21,0,Paid
INV00635,2024-11-23,BU_IT,APAC,Vendor_19,61.4,Fixed Price,30,53,18.71,1035.52,1129.91,94.39,3,Pending
INV00636,2025-02-03,BU_IT,North America,Vendor_16,66.6,Time & Materials,60,53,13.28,703.92,791.31,87.39,0,Paid
INV00637,2024-10-24,BU_IT,North America,Vendor_11,68.0,Fixed Price,60,44,48.08,2105.29,2349.24,243.95,0,Paid
INV00638,2024-10-14,BU_Sales,LATAM,Vendor_03,84.7,Fixed Price,30,45,25.65,1178.36,1137.22,-41.14,6,Pending
INV00639,2025-02-06,BU_Logistics,North America,Vendor_14,46.3,Fixed Price,45,55,32.97,1810.46,1891.48,81.02,8,Pending
INV00640,2025-03-21,BU_Fabrication,North America,Vendor_42,77.6,Fixed Price,45,63,51.79,3219.41,3251.81,32.4,0,Paid
INV00641,2024-12-19,BU_R&D,APAC,Vendor_37,78.1,Fixed Price,45,50,41.36,2149.1,2249.0,99.9,0,Paid
INV00642,2025-07-01,BU_Fabrication,EMEA,Vendor_25,66.8,Time & Materials,30,35,42.07,1474.35,1590.51,116.16,0,Paid
INV00643,2025-01-24,BU_Sales,APAC,Vendor_39,55.1,Fixed Price,60,51,19.68,1021.69,1162.62,140.93,0,Paid
INV00644,2024-11-26,BU_Fabrication,EMEA,Vendor_18,79.7,Fixed Price,15,57,51.96,3038.99,2988.87,-50.12,0,Paid
INV00645,2024-09-30,BU_Logistics,EMEA,Vendor_22,71.6,Time & Materials,30,59,47.47,2716.98,2803.75,86.76,0,Paid
INV00646,2024-11-16,BU_IT,North America,Vendor_27,57.7,Fixed Price,15,39,24.13,939.24,998.14,58.9,0,Paid
INV00647,2024-10-22,BU_Logistics,APAC,Vendor_03,84.7,Time & Materials,15,55,16.26,931.12,978.24,47.12,0,Paid
INV00648,2024-11-01,BU_IT,LATAM,Vendor_39,55.1,Time & Materials,45,54,55.09,2994.42,3275.77,281.35,0,Paid
INV00649,2025-07-05,BU_R&D,LATAM,Vendor_14,46.3,Fixed Price,90,41,21.66,894.88,1003.63,108.74,0,Paid
INV00650,2024-10-27,BU_Logistics,LATAM,Vendor_39,55.1,Fixed Price,30,53,48.14,2618.84,2748.07,129.23,0,Paid
INV00651,2025-06-16,BU_IT,North America,Vendor_47,68.1,Time & Materials,60,46,27.8,1300.07,1501.93,201.86,0,Paid
INV00652,2024-09-05,BU_Logistics,EMEA,Vendor_09,68.0,Fixed Price,30,54,15.11,830.05,893.91,63.86,0,Paid
INV00653,2025-04-16,BU_Sales,LATAM,Vendor_39,55.1,Fixed Price,30,33,58.0,2023.18,2140.36,117.17,0,Paid
INV00654,2024-08-20,BU_IT,EMEA,Vendor_08,86.5,Fixed Price,45,50,43.42,2226.06,2139.26,-86.8,0,Paid
INV00655,2025-05-04,BU_Fabrication,LATAM,Vendor_50,48.6,Time & Materials,30,48,30.11,1510.82,1616.84,106.02,0,Paid
INV00656,2024-08-23,BU_IT,EMEA,Vendor_31,66.0,Time & Materials,30,47,47.76,2294.38,2478.72,184.34,0,Paid
INV00657,2025-07-23,BU_IT,North America,Vendor_09,68.0,Fixed Price,45,50,13.17,678.49,712.87,34.38,0,Paid
INV00658,2024-09-12,BU_R&D,APAC,Vendor_35,87.3,Fixed Price,15,45,15.26,708.19,746.16,37.96,0,Paid
INV00659,2024-08-04,BU_IT,EMEA,Vendor_34,59.1,Fixed Price,45,50,39.47,2000.56,2069.64,69.07,0,Paid
INV00660,2025-01-09,BU_Sales,EMEA,Vendor_10,83.1,Fixed Price,30,44,10.83,496.87,499.82,2.95,0,Paid
INV00661,2025-05-02,BU_Sales,APAC,Vendor_40,78.0,Fixed Price,45,52,28.07,1439.03,1518.09,79.06,0,Paid
INV00662,2025-02-28,BU_IT,APAC,Vendor_31,66.0,Fixed Price,30,53,49.16,2627.49,2829.47,201.98,0,Paid
INV00663,2025-01-05,BU_IT,EMEA,Vendor_46,64.2,Fixed Price,15,41,45.71,1929.02,2116.8,187.78,0,Paid
INV00664,2024-09-30,BU_Logistics,EMEA,Vendor_45,52.8,Time & Materials,15,57,57.7,3324.47,3673.98,349.51,0,Paid
INV00665,2025-01-21,BU_IT,APAC,Vendor_44,70.5,Time & Materials,15,54,63.04,3440.72,3717.39,276.67,0,Paid
INV00666,2024-08-03,BU_Fabrication,LATAM,Vendor_31,66.0,Time & Materials,30,43,35.05,1550.19,1671.79,121.6,5,Pending
INV00667,2024-11-22,BU_R&D,North America,Vendor_03,84.7,Time & Materials,60,55,49.79,2691.5,2919.15,227.65,0,Paid
INV00668,2025-07-02,BU_IT,North America,Vendor_39,55.1,Fixed Price,45,46,27.88,1267.64,1354.17,86.53,6,Pending
INV00669,2025-04-11,BU_Sales,North America,Vendor_43,73.3,Time & Materials,30,66,22.45,1483.48,1522.7,39.23,0,Paid
INV00670,2025-06-03,BU_IT,EMEA,Vendor_15,49.1,Time & Materials,45,58,12.24,707.87,779.24,71.38,4,Pending
INV00671,2025-07-02,BU_Fabrication,LATAM,Vendor_06,71.5,Time & Materials,45,54,48.43,2744.22,2879.93,135.71,0,Paid
INV00672,2025-02-19,BU_Sales,APAC,Vendor_34,59.1,Fixed Price,45,52,64.96,3479.52,3766.33,286.82,0,Paid
INV00673,2025-05-09,BU_R&D,APAC,Vendor_36,56.7,Time & Materials,30,45,13.4,615.9,714.73,98.83,0,Paid
INV00674,2024-12-20,BU_Logistics,APAC,Vendor_13,78.6,Fixed Price,30,49,22.38,1126.55,1184.77,58.23,2,Pending
INV00675,2024-10-29,BU_Sales,EMEA,Vendor_36,56.7,Fixed Price,30,63,49.69,3132.48,3315.46,182.98,0,Paid
INV00676,2025-04-20,BU_R&D,LATAM,Vendor_37,78.1,Fixed Price,30,54,54.34,3034.13,2960.3,-73.83,0,Paid
INV00677,2025-04-05,BU_Logistics,APAC,Vendor_50,48.6,Fixed Price,30,49,14.6,721.78,806.27,84.48,0,Paid
INV00678,2024-08-15,BU_Sales,North America,Vendor_05,71.5,Fixed Price,45,51,12.17,626.86,616.21,-10.65,0,Paid
INV00679,2025-07-26,BU_Logistics,LATAM,Vendor_27,57.7,Time & Materials,30,40,55.2,2242.52,2391.55,149.04,4,Pending
INV00680,2024-12-13,BU_Logistics,North America,Vendor_26,76.7,Time & Materials,60,36,46.53,1708.32,1871.77,163.45,7,Pending
INV00681,2024-10-31,BU_Sales,EMEA,Vendor_14,46.3,Time & Materials,30,48,68.84,3363.26,3758.43,395.17,0,Paid
INV00682,2025-07-16,BU_Logistics,EMEA,Vendor_13,78.6,Fixed Price,30,53,30.15,1682.26,1726.39,44.13,0,Paid
INV00683,2024-11-26,BU_Logistics,LATAM,Vendor_40,78.0,Fixed Price,45,49,10.73,529.1,519.83,-9.27,0,Paid
INV00684,2024-09-10,BU_Sales,APAC,Vendor_49,80.2,Time & Materials,90,51,65.76,3517.55,3903.61,386.06,0,Paid
INV00685,2025-02-07,BU_IT,EMEA,Vendor_37,78.1,Time & Materials,30,42,5.63,251.72,258.07,6.35,0,Paid
INV00686,2025-04-19,BU_R&D,EMEA,Vendor_49,80.2,Fixed Price,15,49,33.01,1621.2,1646.22,25.02,0,Paid
INV00687,2025-04-02,BU_IT,North America,Vendor_23,76.0,Fixed Price,45,58,20.03,1154.5,1147.41,-7.09,0,Paid
INV00688,2024-10-01,BU_IT,EMEA,Vendor_45,52.8,Fixed Price,45,46,49.28,2281.39,2285.3,3.91,6,Pending
INV00689,2024-09-21,BU_R&D,EMEA,Vendor_17,59.8,Fixed Price,30,63,33.67,2231.97,2303.71,71.75,7,Pending
